[CRC] 	65 49 48 	144 4 12 	CircleCity,AK
[CDB] 	55 12 0 	162 43 12 	ColdBay,AK
[CDV] 	60 30 0 	145 30 0 	Cordova,AK
[CGA] 	55 47 59 	133 15 0 	Craig,AK
[SCC] 	70 11 59 	148 28 12 	Deadhorse,AK
[DLG] 	59 2 59 	158 31 12 	Dillingham,AK
[5SZ] 	62 43 47 	143 55 11 	DuffysTavern,AK
[DUT] 	53 52 48 	166 31 47 	DutchHarbor,AK
[EAA] 	64 46 11 	141 8 59 	EagleArpt,AK
[ERO] 	59 37 11 	135 22 11 	EldredRock,AK
[ELV] 	58 12 0 	136 21 0 	ElfinCove,AK
[FAI] 	64 49 11 	147 52 11 	Fairbanks,AK
[FWL] 	62 50 59 	154 28 12 	Farewell,AK
[FIV] 	57 27 0 	134 1 47 	FiveFinger,AK
[FVM] 	65 55 48 	149 49 48 	FiveMile,AK
[FYU] 	66 34 11 	145 16 12 	FortYukon,AK
[FNR] 	58 15 0 	134 53 59 	FunterBay,AK
[GBH] 	68 28 48 	149 28 47 	GalbraithLk,AK
[GAM] 	63 46 12 	171 43 47 	Gambell,AK
[GKN] 	62 9 0 		145 26 59 	GulkanaArpt,AK
[GST] 	58 25 11 	135 43 47 	Gustavus,AK
[Z26] 	59 13 47 	135 25 47 	HainesHrbor,AK
[5HR] 	61 58 47 	152 4 48 	HayesRiver,AK
[5EA] 	63 49 48 	149 0 0 	HealyRiver,AK
[HOM] 	59 37 48 	151 30 0 	Homer,AK
[Z49] 	58 5 59 	135 26 59 	HoonahSeapl,AK
[ILI] 	59 45 0 	154 55 11 	IliamnaArpt,AK
[JNU] 	58 22 11 	134 34 48 	Juneau,AK
[KAE] 	56 58 12 	133 56 59 	KakeSeaplan,AK
[ENA] 	60 34 11 	151 15 0 	Kenai,AK
[KTN] 	55 20 59 	131 41 59 	Ketchikan,AK
[AKN] 	58 40 48 	156 38 59 	KingSalmon,AK
[ADQ] 	57 45 0 	152 30 0 	Kodiak,AK
[OTZ] 	66 52 12 	162 37 48 	Kotzebue,AK
[5WO] 	61 37 48 	149 1 47 	LazyMtn,AK
[LNI] 	70 55 11 	153 13 47 	Lonely(dew),AK
[MLY] 	65 0 0 		150 38 59 	ManleyHtSp,AK
[MXY] 	61 25 48 	142 55 11 	Mccarthy,AK
[MCG] 	62 58 12 	155 37 11 	Mcgrath,AK
[MYU] 	60 22 11 	166 16 12 	Mekoryuk,AK
[MDO] 	59 25 48 	146 19 48 	MiddletonIs,AK
[MHM] 	63 54 0 	152 16 12 	Minchumina,AK
[ENN] 	64 33 0 	149 4 48 	Nenana,AK
[KSM] 	62 4 11 	163 18 0 	NewAndreafs,AK
[IKO] 	53 34 48 	169 25 11 	Nikolski,AK
[OME] 	64 30 0 	165 25 47 	Nome,AK
[ORT] 	62 58 12 	141 55 47 	Northway,AK
[OLI] 	70 30 0 	149 52 48 	OliktokDew,AK
[PAQ] 	61 35 59 	149 4 48 	Palmer,AK
[5PX] 	63 1 47 	145 30 0 	Paxson,AK
[PSG] 	56 49 11 	132 58 12 	Petersburg,AK
[PIZ] 	69 49 11 	162 55 11 	PointLay,AK
[Z76] 	56 15 0 	134 38 59 	PortAlexndr,AK
[KPC] 	65 15 0 	166 52 11 	PortClarnce,AK
[PTH] 	56 57 0 	158 37 11 	PortHeiden,AK
[PPC] 	66 49 11 	150 38 59 	ProspectCrk,AK
[PUO] 	70 15 0 	148 19 48 	PrudhoeBay,AK
[Z30] 	60 12 0 	154 18 0 	PtAlsworth,AK
[PTI] 	62 10 11 	153 15 0 	Puntilla,AK
[SDP] 	55 19 48 	160 30 0 	SandPoint,AK
[5WD] 	60 10 48 	149 45 0 	Seward,AK
[SYA] 	53 12 0 	174 7 48 	Shemy,AK
[SHH] 	66 16 11 	166 1 47 	Shishmaref,AK
[SIT] 	57 4 11 	135 21 0 	Sitka,AK
[SKJ] 	56 52 48 	154 11 59 	Sitkinak,AK
[SGY] 	59 45 0 	135 31 47 	Skagway,AK
[SKW] 	61 58 12 	151 11 59 	Skwentna,AK
[5SO] 	62 1 47 	146 40 11 	SnowshoeLk,AK
[SNP] 	57 9 0 		170 13 12 	StPaulIs,AK
[5GN] 	61 54 0 	147 18 0 	TahnetaPass,AK
[TKA] 	62 17 59 	150 6 0 	Talkeetna,AK
[TAL] 	65 10 11 	152 6 0 	Tanana,AK
[UMT] 	69 22 12 	152 7 48 	Umiat,AK
[UNK] 	63 52 48 	160 48 0 	Unalakleet,AK
[VWS] 	61 7 48 	146 21 0 	Valdez,AK
[VDZ] 	61 7 48 	146 15 0 	Valdez2,AK
[AIN] 	70 37 12 	159 51 0 	Wainwright,AK
[WAA] 	66 1 47 	168 4 48 	Wales,AK
[5WT] 	60 46 47 	148 43 12 	Whittier,AK
[Z22] 	61 45 0 	150 3 0 	WillowArpt,AK
[WRG] 	56 28 47 	132 22 11 	Wrangell,AK
[YAK] 	59 31 12 	139 40 11 	Yakutat,AK
[DMA] 	32 10 11 	110 52 47 	Davis-MAFB,AZ
[DVT] 	33 40 48 	112 4 48 	DeerValley,AZ
[DUG] 	31 27 0 	109 35 59 	Douglas,AZ
[FFZ] 	33 28 12 	111 43 48 	FalconFld,AZ
[FLG] 	35 7 48 	111 40 11 	Flagstaff,AZ
[FHU] 	31 36 0 	110 20 59 	FortHuachuc,AZ
[GBN] 	33 32 59 	113 10 11 	GilaBend,AZ
[GYR] 	33 25 11 	112 22 47 	Goodyear,AZ
[GCN] 	35 57 0 	112 9 0 	GrandCanyon,AZ
[IGM] 	35 16 12 	113 56 59 	Kingman,AZ
[LUF] 	33 31 47 	112 22 47 	Luke,AZ
[PGA] 	36 55 48 	111 26 59 	Page,AZ
[0E4] 	34 13 47 	111 19 48 	Payson,AZ
[PHX] 	33 25 48 	112 1 11 	Phoenix,AZ
[PRC] 	34 39 0 	112 25 48 	Prescott,AZ
[E74] 	32 49 11 	109 40 48 	SaffordAwrs,AZ
[SDL] 	33 37 11 	111 55 11 	Scottsdale,AZ
[E03] 	34 16 12 	110 0 0 	ShowLow,AZ
[SOW] 	34 16 12 	110 0 0 	ShowLow,AZ
[TUS] 	32 7 11 	110 55 48 	Tucson,AZ
[CHD] 	33 17 59 	111 40 11 	WilliamsAFB,AZ
[INW] 	35 1 12 	110 43 48 	Winslow,AZ
[YUM] 	33 5 59 	115 0 0 	Yuma,AZ
[NYL] 	32 39 0 	114 37 12 	YumaMcas,AZ
[1Y7] 	32 50 59 	114 24 0 	YumaPrvGd,AZ
[BYH] 	35 58 12 	89 56 59 	Blytheville,AR
[CDH] 	33 31 12 	92 24 0 	Camden,AR
[ELD] 	33 13 12 	92 48 0 	ElDorado,AR
[FYV] 	36 0 0 		94 10 11 	Fayetteville,AR
[FSM] 	35 19 48 	94 22 12 	FtSmith,AR
[HRO] 	36 16 12 	93 9 0 		Harrison,AR
[HOT] 	34 28 47 	93 5 59 	HotSprings,AR
[JBR] 	35 49 48 	90 39 0 	Jonesboro,AR
[LIT] 	35 13 12 	92 22 47 	LittleRock,AR
[LRF] 	34 55 11 	92 9 0 		LittleRock,AR
[LZK] 	34 49 48 	92 15 0 	LittleRock,AR
[PBF] 	34 10 11 	91 55 48 	PineBluff,AR
[ASG] 	36 10 48 	94 7 47 	Springdale,AR
[TXK] 	33 27 0 	94 0 0 		Texarkana,AR
[ARG] 	36 7 48 	90 55 48 	WalnutRidge,AR
[NGZ] 	37 46 47 	122 19 11 	AlamedaNAS,CA
[S11] 	41 28 47 	120 31 47 	Alturas,CA
[ACV] 	40 58 47 	124 5 59 	Arcata,CA
[BFL] 	35 25 48 	119 3 0 	Bakersfield,CA
[BAB] 	39 7 48 	121 26 59 	BealeAFB,CA
[BUO] 	33 55 48 	116 56 59 	Beaumont,CA
[BYS] 	35 16 47 	116 37 12 	BicycleLk,CA
[L35] 	34 16 12 	116 40 48 	BigBearApt,CA
[BIH] 	37 35 59 	118 35 59 	Bishop,CA
[BLU] 	39 16 47 	120 41 59 	BlueCanyon,CA
[BLH] 	33 37 11 	114 43 12 	Blythe,CA
[BUR] 	34 12 0 	118 22 12 	Burbank,CA
[NFG] 	33 17 59 	117 20 59 	CampPendleton,CA
[CZZ] 	32 37 11 	116 28 12 	Campo,CA
[CRQ] 	33 7 48 	117 16 47 	Carlsbad,CA
[MER] 	37 22 48 	120 34 11 	CastleAFB,CA
[CIC] 	39 46 47 	121 50 59 	Chico,CA
[NID] 	35 40 48 	117 40 48 	ChinaLake,CA
[CNO] 	33 58 12 	117 37 47 	Chino,CA
[CCR] 	37 58 47 	122 3 0 	Concord,CA
[CEC] 	41 46 47 	124 13 48 	CrescentCity,CA
[DAG] 	34 52 11 	116 46 47 	Daggett,CA
[EDW] 	34 54 0 	117 52 47 	EdwardsAFB,CA
[NJK] 	32 49 11 	115 40 48 	ElCentro,CA
[EMT] 	34 4 48 	118 1 47 	ElMonte,CA
[NZJ] 	33 40 11 	117 43 48 	ElToro,CA
[EKA] 	41 19 48 	124 16 47 	Eureka,CA
[HGT] 	36 0 0 		121 19 11 	FortHunter,CA
[OAR] 	36 40 48 	121 46 11 	FortOrd,CA
[FAT] 	36 46 12 	119 43 12 	Fresno,CA
[FUL] 	33 52 11 	117 58 12 	Fullerton,CA
[VCV] 	34 34 48 	117 22 47 	GeorgeAFB,CA
[HHR] 	33 55 11 	118 19 48 	Hawthorne,CA
[HWD] 	37 39 0 	122 7 12 	Hayward,CA
[IPL] 	32 49 48 	115 34 11 	Imperial,CA
[NRS] 	32 34 11 	117 7 12 	ImperialBeach,CA
[POC] 	34 5 59 	117 46 47 	LaVerne,CA
[TVL] 	38 54 0 	120 0 0 	LakeTahoe,CA
[WJF] 	34 43 47 	118 13 12 	Lancaster,CA
[NLC] 	36 19 48 	119 56 59 	LemooreNAS,CA
[LVK] 	37 42 0 	121 49 11 	Livermore,CA
[LGB] 	33 49 11 	118 9 0 	LongBeach,CA
[SLI] 	33 46 47 	118 3 0 	LosAlamitos,CA
[LAX] 	33 55 48 	118 24 0 	LosAngeles,CA
[MMH] 	37 37 48 	118 55 11 	MammothLakes,CA
[RIV] 	33 52 48 	117 16 11 	MarchAFB,CA
[MYV] 	39 5 59 	121 34 11 	Marysville,CA
[MHR] 	38 34 11 	121 18 0 	MatherAFB,CA
[MCC] 	38 40 11 	121 24 0 	Mcclellan,CA
[MCE] 	37 16 47 	120 31 11 	Merced,CA
[NKX] 	32 52 11 	117 9 0 	MiramarNAS,CA
[MOD] 	37 37 48 	120 56 59 	Modesto,CA
[NUQ] 	37 25 11 	122 3 0 	MoffetNAS,CA
[MHV] 	35 2 59 	118 9 0 	Mojave,CA
[1O5] 	41 43 47 	122 31 47 	Montague,CA
[MRY] 	36 34 48 	121 50 59 	Monterey,CA
[MHS] 	41 19 11 	122 19 11 	MountShasta,CA
[MWS] 	34 13 47 	118 4 11 	MountWilson,CA
[APC] 	38 13 12 	122 16 47 	Napa,CA
[EED] 	34 46 12 	114 37 12 	Needles,CA
[NZY] 	32 42 0 	117 11 59 	NorthIsland,CA
[SBD] 	34 5 59 	117 13 48 	NortonAFB,CA
[OAK] 	37 43 47 	122 13 12 	Oakland,CA
[ONT] 	34 2 59 	117 37 12 	OntarioIntl,CA
[OXR] 	34 12 0 	119 11 59 	Oxnard,CA
[PSP] 	33 49 48 	116 30 0 	PalmSprings,CA
[PMD] 	35 2 59 	118 7 47 	Palmdale,CA
[PAO] 	37 28 12 	122 7 12 	PaloAlto,CA
[PRB] 	35 40 11 	120 37 47 	PasoRobles,CA
[53Q] 	37 49 48 	122 49 48 	PillaroPt,CA
[NTD] 	34 7 11 	119 7 12 	PointMugu,CA
[PAA] 	39 34 48 	124 13 12 	PtArena,CA
[PGU] 	34 57 0 	121 7 12 	PtArguello,CA
[87Q] 	35 40 11 	121 16 47 	PtPiedras,CA
[PPD] 	36 7 11 	121 28 12 	PtPiedras,CA
[RBL] 	40 9 0 		122 15 0 	RedBluff,CA
[RDD] 	40 30 0 	122 18 0 	Redding,CA
[RAL] 	33 57 0 	117 26 59 	Riverside,CA
[SAC] 	38 31 12 	121 30 0 	Sacramento,CA
[SMF] 	38 42 0 	121 35 59 	Sacramento,CA
[SNS] 	36 40 11 	121 35 59 	Salinas,CA
[SQL] 	37 31 12 	122 15 0 	SanCarlos,CA
[L10] 	33 25 11 	117 37 12 	SanClemente,CA
[NUC] 	33 1 12 	118 34 48 	SanClemente,CA
[MYF] 	32 49 11 	117 7 47 	SanDiego,CA
[SAN] 	32 43 47 	117 10 11 	SanDiego,CA
[SDM] 	32 34 11 	116 58 48 	SanDiego,CA
[SDM] 	32 34 11 	116 58 48 	SanDiego,CA
[SEE] 	32 49 11 	116 58 12 	SanDiego,CA
[51Q] 	37 45 0 	122 40 48 	SanFrancisco,CA
[SFO] 	37 37 11 	122 22 47 	SanFrancisco,CA
[SJC] 	37 22 11 	121 55 11 	SanJose,CA
[RHV] 	37 19 48 	121 49 11 	SanJose/Rei,CA
[SBP] 	35 13 47 	120 39 0 	SanLuisObispo,CA
[L98] 	33 22 48 	117 34 48 	SanMateo,CA
[N5G] 	34 1 47 	120 24 0 	SanMiguel,CA
[NSI] 	33 15 0 	119 26 59 	SanNicIsl,CA
[SDB] 	34 45 0 	118 43 48 	Sandburg,CA
[SNA] 	33 40 11 	117 52 47 	SantaAna,CA
[SBA] 	34 25 48 	119 49 48 	SantaBarb,CA
[SMX] 	34 54 0 	120 26 59 	SantaMaria,CA
[SMO] 	34 1 12 	118 26 59 	SantaMonica,CA
[STS] 	38 31 12 	122 49 11 	SantaRosa,CA
[O87] 	40 1 47 	124 4 11 	ShelterCove,CA
[SIY] 	41 46 47 	122 28 12 	Siskiyou,CA
[SCK] 	37 54 0 	121 15 0 	Stockton,CA
[4SU] 	35 19 48 	117 5 59 	SuperiorVal,CA
[SVE] 	40 37 48 	120 56 59 	Susanville,CA
[TRM] 	33 37 48 	116 10 11 	Thermal,CA
[TOA] 	33 47 59 	118 19 48 	Torrance,CA
[SUU] 	38 16 12 	121 55 48 	TravisAFB,CA
[TRK] 	39 19 11 	120 7 47 	Truckee-Tahoe,CA
[NTK] 	33 42 0 	117 49 48 	TustinMcas,CA
[NXP] 	34 16 47 	116 9 0 	Twenty9Palm,CA
[UKI] 	39 7 48 	123 11 59 	Ukiah,CA
[VNY] 	34 13 12 	118 28 48 	VanNuys,CA
[VBG] 	35 12 0 	120 56 59 	Vandenberg,CA
[VIS] 	36 19 11 	119 24 0 	Visalia,CA
[AFF] 	39 31 12 	105 20 59 	AirForceA,CO
[AKO] 	40 10 11 	103 13 12 	Akron,CO
[ALS] 	37 27 0 	105 52 12 	Alamosa,CO
[ASE] 	39 13 12 	106 52 12 	Aspen,CO
[BJC] 	39 54 0 	105 7 12 	Brmfield/Jef,CO
[BKF] 	39 43 12 	104 45 0 	Buckley,CO
[COS] 	38 49 11 	104 43 12 	ColoradoSprings,CO
[CEZ] 	37 17 59 	108 37 47 	Cortez,CO
[CAG] 	40 30 0 	107 31 47 	Craig-Moffat,CO
[DEN] 	39 45 0 	104 52 12 	Denver,CO
[DRO] 	37 9 0 		107 45 0 	Durango,CO
[EGE] 	39 39 0 	106 55 11 	Eagle,CO
[APA] 	39 34 11 	104 49 48 	Englewood,CO
[FCS] 	38 40 48 	104 46 11 	FortCarson,CO
[FSR] 	39 34 11 	105 30 0 	Fraser,CO
[FNL] 	40 27 0 	105 1 11 	FtCol/Lovel,CO
[FCL] 	40 34 48 	105 4 48 	FtCollins,CO
[GJT] 	39 7 11 	108 31 47 	GrandJct,CO
[GXY] 	40 25 48 	104 37 47 	Greeley-Wld,CO
[2V9] 	38 32 59 	106 55 48 	Gunnison,CO
[GUC] 	38 32 59 	106 55 11 	Gunnison,CO
[LHX] 	38 2 59 	103 31 11 	LaJunta,CO
[4LJ] 	38 7 11 	102 35 59 	Lamar,CO
[LXV] 	39 15 0 	106 18 0 	Leadville,CO
[LIC] 	39 10 48 	103 41 59 	Limon,CO
[6V8] 	38 30 0 	107 52 47 	Montrose,CO
[MTJ] 	38 30 0 	107 52 47 	Montrose,CO
[PUB] 	38 16 47 	104 31 11 	Pueblo,CO
[1V1] 	39 31 47 	107 48 0 	Rifle,CO
[S29] 	38 31 47 	106 3 0 	Salida,CO
[SBS] 	40 28 47 	106 49 11 	SteamboatSp,CO
[TAD] 	37 15 0 	104 19 48 	Trinidad,CO
[C96] 	40 0 0 		105 52 12 	WinterPark,CO
[BDR] 	41 10 11 	73 7 47 	Bridgeport,CT
[DXR] 	41 22 11 	73 28 48 	Danbury,CT
[GON] 	41 19 48 	72 3 0 		Groton,CT
[HFD] 	41 43 47 	72 39 0 	Hartford,CT
[30N] 	41 13 12 	72 40 11 	NewHaven,CT
[HVN] 	41 16 12 	72 52 47 	NewHaven,CT
[N11] 	41 16 12 	72 54 0 	NewHaven,CT
[18N] 	41 17 59 	72 4 48 	NewLondon,CT
[BDL] 	41 55 48 	72 40 48 	WindsorLoc,CT
[DOV] 	39 7 48 	75 28 12 	Dover,DE
[ILG] 	39 40 11 	75 35 59 	Wilmington,DE
[IAD] 	38 57 0 	77 27 35 	Washington/Dulles,DC
[DCA] 	38 50 59 	77 2 24 	Washington/Natl,DC
[AQQ] 	29 43 47 	85 1 47 	Apalachicola,FL
[90J] 	29 7 12 	81 34 11 	AstorNAS,FL
[AGR] 	28 4 47 	81 33 0 	AvonParkG,FL
[XMR] 	28 28 11 	80 33 0 	CapeCanaveral,FL
[NZC] 	30 13 11 	81 52 47 	Cecil,FL
[CEW] 	30 46 48 	86 31 11 	Crestview,FL
[CTY] 	29 37 12 	83 5 59 	CrossCity,FL
[DAB] 	29 10 48 	81 3 0 		DaytonaBeach,FL
[EGI] 	30 38 59 	86 31 11 	DukeFld,FL
[VPS] 	30 28 47 	86 31 47 	EglinAFB,FL
[X91] 	27 36 0 	82 46 11 	EgmontKey,FL
[FXE] 	26 7 47 	80 7 47 	FortLauderd,FL
[FMY] 	26 34 47 	81 52 12 	FortMyers,FL
[FLL] 	26 4 11 	80 9 0 		FtLauderdale,FL
[RSW] 	26 38 59 	81 52 12 	FtMyers,FL
[GNV] 	29 40 48 	82 16 11 	Gainesville,FL
[HST] 	25 28 47 	80 22 47 	Homestead,FL
[HRT] 	30 25 48 	86 40 48 	HurlburtFld,FL
[CRG] 	30 19 47 	81 31 11 	Jacksonville,FL
[JAX] 	30 30 0 	81 41 59 	Jacksonville,FL
[NIP] 	30 13 47 	81 40 48 	Jacksonville,FL
[EYW] 	24 32 59 	81 45 0 	KeyWest,FL
[NQX] 	24 34 11 	81 40 48 	KeyWestNAS,FL
[LAL] 	28 1 48 	81 56 59 	Lakeland,FL
[MCF] 	27 51 0 	82 31 11 	MacdillAFB,FL
[MAI] 	30 50 24 	85 10 48 	Marianna,FL
[NRB] 	30 23 59 	81 25 11 	MayportNAS,FL
[MLB] 	28 6 0 		80 37 47 	Melbourne,FL
[MIA] 	25 49 11 	80 16 47 	MiamiIntl,FL
[OPF] 	25 55 12 	80 16 47 	Miami/Opa,FL
[TMB] 	25 38 59 	80 25 48 	Miami/Tamiami,FL
[APF] 	26 7 47 	81 48 0 	Naples,FL
[X68] 	28 37 12 	80 40 48 	NasaShuttle,FL
[MCO] 	28 25 48 	81 19 11 	Orlando,FL
[ORL] 	28 32 59 	81 19 48 	Orlando,FL
[PFN] 	30 12 0 	85 40 48 	PanamaCity,FL
[COF] 	28 13 47 	80 35 59 	PatrickAFB,FL
[NPA] 	30 21 0 	87 19 11 	Pensacola,FL
[PNS] 	30 28 11 	87 11 59 	Pensacola,FL
[TBW] 	27 58 11 	82 35 59 	Ruskin,FL
[PIE] 	27 55 12 	82 40 48 	SaintPeters,FL
[SFB] 	28 46 48 	81 15 0 	Sanford,FL
[SRQ] 	27 23 59 	82 33 0 	Sarasota,FL
[TLH] 	30 22 47 	84 22 12 	Tallahassee,FL
[TPA] 	27 58 11 	82 31 47 	TampaIntl,FL
[TIX] 	28 31 12 	80 48 0 	Titusville,FL
[PAM] 	30 4 11 	85 34 48 	TyndallAFB,FL
[VRB] 	27 38 59 	80 25 11 	VeroBeach,FL
[PBI] 	26 40 48 	80 7 12 	WPalmBeach,FL
[NSE] 	30 43 11 	87 1 11 	WhitingFld,FL
[ABY] 	31 31 48 	84 10 48 	Albany,GA
[AMG] 	31 31 48 	82 31 11 	Alma,GA
[AHN] 	33 57 0 	83 19 11 	Athens,GA
[ATL] 	33 39 0 	84 25 11 	Atlanta,GA
[ATL] 	33 39 0 	84 25 11 	Atlanta,GA
[PDK] 	33 52 48 	84 18 0 	Atlanta/Dklb,GA
[FTY] 	33 46 47 	84 31 11 	Atlanta/Fltn,GA
[AGS] 	33 22 11 	81 58 12 	Augusta/Bush,GA
[SSI] 	31 8 59 	81 22 47 	Brunswick,GA
[CSG] 	32 31 12 	84 55 48 	Columbus,GA
[MGE] 	33 55 11 	84 31 11 	DobbinsAFB,GA
[MGF] 	34 31 47 	84 52 12 	DobbinsAFB,GA
[LSF] 	32 19 48 	85 0 0 		FortBenning,GA
[LHW] 	31 52 47 	81 34 11 	FtStewart,GA
[SVN] 	32 1 12 	81 9 0 		HunterAaf,GA
[LGC] 	33 0 35 	85 4 11 	LaGrange,GA
[MCN] 	32 42 0 	83 39 0 	Macon/Lewis,GA
[VAD] 	30 58 11 	83 11 59 	MoodyAFB,GA
[WRB] 	32 37 48 	83 35 59 	RobinsAFB,GA
[RMG] 	34 20 59 	85 10 11 	Rome/Russell,GA
[SAV] 	32 7 48 	81 11 59 	SavannahMun,GA
[VLD] 	30 46 48 	83 16 47 	Valdosta,GA
[AYS] 	31 15 0 	82 24 0 	Waycross,GA
[HNA] 	21 31 48 	158 7 11 	BarbersPt,HI
[HNA] 	21 31 48 	158 7 11 	BarbersPt,HI
[BKH] 	22 2 59 	160 18 0 	BarkingSan,HI
[1Z6] 	24 27 0 	166 28 12 	FrFrigate,HI
[ITO] 	19 43 11 	155 4 12 	Hilo,HI
[HNL] 	21 21 0 	157 55 47 	HonoluluInt,HI
[OGG] 	20 53 59 	156 25 47 	KahuluiMaui,HI
[HNG] 	21 45 0 	158 16 47 	KaneoheMca,HI
[HNG] 	21 45 0 	158 16 47 	KaneoheMca,HI
[KOA] 	19 45 0 	156 3 0 	Ke-Ahole/Kon,HI
[0Z5] 	22 22 47 	159 40 11 	KilaueaPt,HI
[LNY] 	20 47 59 	156 56 59 	Lanai-Lanai,HI
[LIH] 	21 58 47 	159 21 0 	Lihue-Kauai,HI
[JHM] 	20 58 11 	156 49 48 	Maui,HI
[MKK] 	21 8 59 	157 6 0 	Molokai,HI
[1Z2] 	20 25 12 	156 28 12 	UpoloPt,HI
[MUE] 	20 0 0 		156 7 11 	Waimea-Koha,HI
[BOI] 	43 34 11 	116 13 12 	Boise,ID
[BYI] 	42 31 47 	113 46 11 	Burley,ID
[U15] 	44 31 12 	114 13 12 	Challis,ID
[COE] 	47 46 12 	116 49 11 	CoeurD'Alene,ID
[P69] 	45 49 11 	115 25 48 	ElkCity,ID
[GNG] 	43 0 0 		115 10 11 	Gooding,ID
[S80] 	45 55 11 	116 7 47 	Grangeville,ID
[IDA] 	43 31 12 	112 4 11 	IdahoFalls,ID
[LWS] 	46 22 48 	117 1 11 	Lewiston,ID
[MLD] 	42 10 11 	112 19 11 	MaladCity,ID
[77M] 	42 17 59 	113 22 12 	Malta,ID
[MYL] 	44 52 48 	116 5 59 	Mccall,ID
[MUO] 	43 2 59 	115 52 12 	MountnHome,ID
[S06] 	47 28 12 	115 48 0 	Mullan,ID
[PIH] 	42 55 11 	112 35 59 	Pocatello,ID
[27U] 	45 10 48 	113 54 0 	Salmon,ID
[SMN] 	45 10 11 	114 28 12 	Salmon,ID
[U78] 	42 39 0 	111 34 48 	SodaSprings,ID
[SUN] 	43 30 0 	114 18 0 	SunValley,ID
[TWF] 	42 28 47 	114 28 48 	TwinFalls,ID
[ALN] 	38 52 48 	90 3 0 		Alton,IL
[ARR] 	41 46 12 	88 19 11 	Aurora,IL
[CPS] 	38 34 11 	90 9 0 		BistatePark,IL
[BMI] 	40 28 47 	88 55 48 	Bloomington,IL
[BDF] 	41 9 35 	89 35 59 	Bradford,IL
[CTR] 	37 4 11 	89 13 12 	Cairo,IL
[MDH] 	37 46 47 	89 15 0 	Carbondale,IL
[ENL] 	38 30 35 	89 5 23 	Centralia,IL
[CMI] 	40 1 47 	88 16 47 	Champaign/Urbana,IL
[CHI] 	41 54 0 	87 39 0 	Chicago,IL
[CGX] 	41 52 11 	87 37 12 	Chicago/Meigs,IL
[MDW] 	41 46 47 	87 45 0 	Chicago/Midway,IL
[ORD] 	41 58 47 	87 54 0 	Chicago/O'hare,IL
[DNV] 	40 12 0 	87 35 59 	Danville,IL
[DKB] 	41 55 48 	88 43 12 	DeKalb,IL
[DEC] 	39 49 48 	88 52 12 	Decatur,IL
[DPA] 	41 55 11 	88 15 0 	DuPage,IL
[GBG] 	40 55 48 	90 25 48 	Galesburg,IL
[NBU] 	42 4 48 	87 49 11 	GlenviewNAS,IL
[IKK] 	41 4 11 	87 50 59 	Kankakee,IL
[MQB] 	40 31 12 	90 39 36 	Macomb,IL
[MWA] 	37 45 0 	89 0 0 		Marion,IL
[MMO] 	41 22 11 	88 40 48 	Marseilles,IL
[MTO] 	39 28 47 	88 16 47 	Mattoon,IL
[MLI] 	41 27 0 	90 31 11 	Moline/Quad,IL
[MVN] 	38 19 11 	88 51 36 	MountVernon,IL
[PIA] 	40 40 11 	89 40 48 	Peoria,IL
